id,Country,indexreg,pop_2021,sdg1_wpc,sdg1_320pov,sdg1_oecdpov,sdg2_undernsh,sdg2_stunting,sdg2_wasting,sdg2_obesity,sdg2_trophic,sdg2_crlyld,sdg2_snmi,sdg2_yieldgap,sdg2_pestexp,sdg3_matmort,sdg3_neonat,sdg3_u5mort,sdg3_tb,sdg3_hiv,sdg3_ncds,sdg3_pollmort,sdg3_traffic,sdg3_lifee,sdg3_fertility,sdg3_births,sdg3_vac,sdg3_uhc,sdg3_swb,sdg3_region,sdg3_incomeg,sdg3_smoke,sdg4_earlyedu,sdg4_primary,sdg4_second,sdg4_literacy,sdg4_tertiary,sdg4_pisa,sdg4_socioec,sdg4_science,sdg5_familypl,sdg5_edat,sdg5_lfpr,sdg5_parl,sdg5_paygap,sdg6_water,sdg6_sanita,sdg6_freshwat,sdg6_wastewat,sdg6_scarcew,sdg6_safewat,sdg6_safesan,sdg7_elecac,sdg7_cleanfuel,sdg7_co2twh,sdg7_ren,sdg8_adjgrowth,sdg8_slavery,sdg8_accounts,sdg8_unemp,sdg8_rights,sdg8_impacc,sdg8_empop,sdg8_yneet,sdg9_intuse,sdg9_mobuse,sdg9_lpi,sdg9_uni,sdg9_articles,sdg9_rdex,sdg9_rdres,sdg9_patents,sdg9_netacc,sdg9_womensci,sdg10_gini,sdg10_palma,sdg10_elder,sdg11_slums,sdg11_pm25,sdg11_pipedwat,sdg11_transport,sdg11_rentover,sdg12_msw,sdg12_ewaste,sdg12_so2prod,sdg12_so2import,sdg12_nprod,sdg12_nimport,sdg12_explastic,sdg12_mswrecycl,sdg13_co2gcp,sdg13_co2import,sdg13_co2export,sdg13_ecr,sdg14_cpma,sdg14_cleanwat,sdg14_fishstocks,sdg14_trawl,sdg14_discard,sdg14_biomar,sdg15_cpta,sdg15_cpfa,sdg15_redlist,sdg15_forchg,sdg15_biofrwter,sdg16_homicides,sdg16_detain,sdg16_safe,sdg16_prs,sdg16_u5reg,sdg16_cpi,sdg16_clabor,sdg16_weaponsexp,sdg16_rsf,sdg16_justice,sdg16_prison,sdg17_govex,sdg17_oda,sdg17_govrev,sdg17_cohaven,sdg17_secrecy,sdg17_sprofits,sdg17_statperf
MEX,Mexico,OECD,130262220,1.52,8.41,15.9,7.2,14.1,1.4,28.9,2.327,3.826,0.819,,0.188,33,8.4,13.7,24,0.16,15.6,37,12.78,76.01,62,96.4,74,74,6,3.7,,7.6,99.052,99.207,90.688,99.082,25.291,416,12.089,46.808,79.8,96.629,57.191,48.2,9.612,99.68,92.424,33.32,31.626,1348.142,43.026,57.341,100,84.8,1.347,8.609,-5.775,2.708,36.932,3.9,0.488,0.167,61.032,22.142,71.968,76.375,2.847,31.35,0.226,0.313,1.234,0.196,59.821,30.628,45.4,2.04,26.6,15.1,19.036,99.053,57,4.113,1.194,9.69,9.742,2.383,12.06,3.067,0,0.935,2.769,0.915,1315.663,30.352,61.901,64.53,17.298,15.285,15.285,0.046,36.194,49.988,0.675,0.342,0.697,28.37,35.726,,3.859,95,31,4.7,0.001,46.71,0.413,155.833,6.933,,18.553,0,52.75,16.724,87.507
FSM,"Micronesia, Fed. Sts.",Oceania,116255,,,,,,,45.8,,1.784,1.11,,,88,12.9,24.7,75,,46.29,152,0.16,63.03,44,100,79,48,,,,,68.002,83.322,79.452,,,,,,,,,0,,88.308,88.309,,0.107,,,,82.117,12.5,,,-5.565,,,,,,,,35.304,0,,0,0.261,,,,,,40.1,1.833,,,10.712,,,,0.647,1.938,,,,,,,1.282,,0,,1.601,63.56,97.22,0,3.441,,0.024,,0.646,0,,0.88,,,,,,,0,,,,12.939,,38.734,0,,,23.82
MDA,Moldova,E. Europe & C. Asia,4024025,0.05,0.41,,,6.4,1.9,18.9,2.357,3.683,0.602,,,19,10.6,14.5,74,0.24,24.06,78,7.25,73.26,21.4,99.7,84,67,6,,,,99.676,99.209,106.668,99.811,,,,,63.9,101.724,80.186,24.752,,90.57,78.729,12.43,8.964,1055.435,,,100,95.7,1.015,16.987,-0.637,5.509,43.786,3.739,0.487,0.018,,,76.125,58.89,2.02,0,0.136,0.252,,,,,25.7,0.902,,70.4,15.757,92.981,60,,2.679,4,1.118,2.201,8.357,0.14,0.082,,1.276,0.862,0,,,,,,,0.002,0,0,0.946,0,0.013,3.88,7.107,,3.885,99.6,36,,0,31.61,0.539,,9.911,,27.103,0,,,79.323
MCO,Monaco,E. Europe & C. Asia,39520,,,,1.17,2.58,0.7,,,,,,,,1.6,3,0,,,,,,,,88,,,,,,,,,,,,,,,,,33.333,,100,100,,100,,,,100,100,,,,,,,,1.465,,,97.053,86.367,,0,5.912,0.038,,,,,,,,,11.754,100,,,3.457,,,,0,35.734,,,,,,,,19.61,,0,0,,,,0.75,,0.43,0,35.484,,,100,,,0,,,,2.448,,,67.558,,,
MNG,Mongolia,East & South Asia,3329282,0.15,2.33,,4.3,9.4,0.9,20.6,2.528,1.236,1.136,,,45,7.9,15.4,437,0.01,35.03,156,21.04,68.1,30.5,99.3,96,63,5.7,,,,96.114,99.384,94.792,99.074,,,,,63.6,110.309,77.572,17.333,,85.496,67.741,3.4,3.3,1823.792,,,99.125,51.6,7.581,2.985,-1.542,12.294,92.971,6.242,0.549,0.282,,,62.5,111.757,2.096,0,0.202,0.102,,,,,32.7,1.272,,37.1,38.6,34.776,34,,2.6,5.192,19.798,1.988,103.823,1.17,0.665,,26.978,0.767,25479.121,,,,,,,0.007,45.004,41.401,0.957,0.001,0.02,5.98,25.441,,3.575,99.6,35,14.7,0,28.97,0.534,,7.074,,28.507,0,,,76.283
MNE,Montenegro,E. Europe & C. Asia,628051,1.82,4.11,,2.5,7.2,2.2,23.3,2.482,3.312,1.061,,,6,1.1,2.4,16,0.04,22.3,79,7.64,75.88,10,98.8,24,67,5.7,,,,83.783,99.932,89.69,99.11,,,,,32.9,88.618,76.581,22.222,,98.857,97.772,,8.37,,,,100,62.2,0.703,28.701,-2.985,5.86,68.362,16.668,,1.313,,,77.609,80.501,2.575,16.45,0.995,0.364,,,,,38.5,1.742,,27.1,19.614,96.167,35,,1.439,10.69,,,5.457,19.543,0.618,,3.678,,190.226,,17.808,61.53,,28.585,10.742,1.095,25.907,49.223,0.8,0,5.284,2.87,33.67,,4.393,99.4,46,7.7,0,34.33,,,,,,0,,,67.019
MAR,Morocco,MENA,37344787,0.2,5.17,,4.2,15.1,2.6,26.1,2.191,2.264,0.798,,0.994,70,11.5,18.7,98,0.02,24.13,49,16.96,72.99,19,86.6,99,73,5.3,,,,72.941,99.553,67.906,97.73,,,,,72,71.212,33.236,20.506,,90.402,87.25,50.75,5.4,1062.629,,,99.6,98.1,1.707,9.422,-4.795,2.446,28.644,11.185,0.564,0.091,,,84.12,64.919,2.435,23.583,0.256,0.715,,,,,39.5,1.833,,9,33.415,92.595,54,,0.549,4.622,9.215,0.842,9.754,0.62,0.121,,1.748,0.349,0,,43.32,55.31,10.563,71.229,9.668,0.004,38.491,54.264,0.884,0.244,0.132,1.32,14.493,,5.297,96.9,39,,0,43.94,0.518,,7.377,,25.471,0,,,59.016
MOZ,Mozambique,Sub-Saharan Africa,32163045,59.85,80.4,,31.2,42.3,4.4,7.2,2.102,0.835,0.909,,,289,28.3,70.6,368,3.5,30.56,110,30.02,58.14,180,73,79,47,5.2,,,,,99.133,24.234,70.912,,,,,55.5,60,98.667,42.4,,63.369,37.205,1.75,0.22,295.71,,,29.616,4.9,0.451,80.084,-7.31,5.413,41.67,3.814,0.459,0.021,,,16.5,17.67,2.238,0,0.02,0.313,,,,,54,3.856,,76.9,20.508,77.742,59,,0.261,0.536,1.226,0.498,3.166,0.17,0.031,,0.21,0.135,343.401,,75.43,54.35,1.05,0,9.839,0.007,37.966,52.308,0.789,0.421,0.049,3.51,34.809,,3.358,55,26,,0,35.39,0.449,,7.897,,28.743,0,,,56.24
MMR,Myanmar,East & South Asia,54806014,1.72,19.34,,7.6,26.7,6.7,5.8,2.334,3.604,0.603,,0.176,250,22.3,43.7,308,1,24.91,156,20.36,69.13,28,60.2,84,61,4.3,,,,11.769,98.053,64.775,95.415,,,,,74.9,102.041,59.903,16.825,,83.718,73.637,5.8,0,245.516,,,68.357,30.3,1.322,49.757,0.766,10.973,25.992,2.312,0.489,0,,,35.1,120.842,1.995,0,0.018,0.031,,,,,30.7,1.164,,57.1,34.159,66.239,53,,0.274,1.554,1.45,0.292,9.522,0.009,0.295,,0.668,0.106,571.611,,19.203,48.62,20.24,47.678,3.042,,25.078,27.059,0.795,0.495,0,2.26,,,,81.3,28,9.9,0,46.14,0.348,,2.711,,15.397,0,,,63.763
NAM,Namibia,Sub-Saharan Africa,2587344,23.96,37.46,,19.8,22.7,7.1,17.2,2.215,0.502,1.151,,6.013,195,20.1,40.2,460,2.44,22.62,145,34.81,64.58,63.9,88.2,80,62,4.5,,,,72.099,98.481,85.22,95.165,,,,,80.4,108.955,87.55,43.269,,84.27,35.26,0.86,6.25,2501.058,,,55.195,46.3,3.538,23.239,-7.509,3.331,80.633,21.057,0.579,0.589,,,41,66.244,2.764,0,0.206,0.352,,,,,59.1,5.5,,42.8,25.784,96.922,46,,,6.391,8.064,3.457,25.96,3.092,0.375,,1.526,0.83,0,,82.978,83.63,5.18,33.513,3.904,0.276,86.178,85.703,0.97,0.23,1.335,11.92,3.162,,4.874,78.1,49,,0,19.72,0.469,,13.395,,34.847,0,,,52.214
NRU,Nauru,Oceania,10873,,,,1.17,24,1,61,,,0.966,,,,18.3,28.5,180,,,,,,94,97.4,95,,,,,,95.98,95.655,86.567,,,,,,42.5,,,10.526,,100,65.596,,0.854,,,,100,100,2.014,,-0.806,,,,,,,,62.385,37.189,,0,0.277,,,,,,34.8,,,,11.844,52.82,,,1.62,,,,,,,,5.236,,0,,0,24.24,0,0,0,,0,,0.765,,,,,,,95.9,,,0,,,,12.688,,,,,,
NPL,Nepal,East & South Asia,29674920,6.66,32.81,,4.8,31.5,12,4.1,2.112,2.896,0.72,,,186,16.9,28.2,235,0.03,21.5,194,16.27,70.88,63,58,84,53,4.6,,,,86.97,96.298,99.459,92.394,,,,,61.9,74.138,95.245,32.727,,90.075,76.611,8.31,0,486.906,,,89.9,31,3.163,,-2.149,5.951,45.386,5.189,0.56,0.074,,,37.7,54.599,2.194,29.55,0.088,0.302,,,,,32.8,1.294,,49.3,95.718,52.93,73,,0.178,0.93,1.255,0.744,7.927,0.304,0.02,,0.582,0.203,0.004,,,,,,,0,50.657,32.432,0.835,0.004,0.007,2.07,,,4.013,77.2,33,21.71,0,34.62,0.461,,5.537,,22.401,0,,,53.566
NLD,Netherlands,OECD,17173094,0.19,0.23,8.2,2.5,1.5,1,20.4,2.517,8.318,0.762,76.184,63.777,5,2.7,4.2,4.1,0.02,10.35,14,3.98,81.79,2.6,100,94,86,7.3,1.4,24.8,15.4,97.494,99.593,99.801,,52.262,502.333,12.88,20.038,88.9,96.063,86.382,33.333,12.657,100,97.686,15.38,100,6241.564,99.972,97.497,100,100,1.343,7.23,0.441,1.768,99.638,3.49,0.828,1.857,79.3,7.19,91.333,128.378,4.208,68.867,3.648,2.164,10.2,55.991,6.057,29.293,28.1,1.09,5.2,0,11.411,100,78,6.144,1.411,21.609,15.041,8.757,12.738,19.547,22.219,0.608,8.06,3.288,68.894,49.552,96.647,45.5,53.06,31.417,19.139,0.263,79.589,87.297,0.938,0.004,5.982,0.62,26.582,,6.117,100,82,0,3.146,9.67,0.788,68.298,12.033,0.524,,78.014,71.842,-105.876,87.956
NZL,New Zealand,OECD,4860642,0.01,0.02,10.9,2.5,2.58,0.7,30.8,2.397,8.064,0.584,,,9,2.6,4.7,7.5,0.02,10.26,7,9.57,81.96,13.3,96.6,91,86,7.1,3.95,8.5,11.6,91.483,100,99.02,,43.914,502.667,13.859,18.042,85.6,98.45,86.389,48.333,4.581,100,100,8.05,79.895,3180.766,100,82.191,100,100,0.827,40.386,-0.714,0.642,99.178,3.921,0.783,0.853,78.336,12.362,91.5,107.095,3.991,54.233,3.502,1.347,10.75,12.925,19,34.96,,1.43,10.6,0,5.625,100,56,,2.002,19.189,13.621,8.998,119.957,7.077,5.984,,6.942,3.024,533.568,33.159,47.084,78.44,60.402,44.864,12.325,0.383,46.486,24.584,0.617,0.015,2.639,2.63,36.313,,5.977,100,88,0,0.111,10.04,0.727,204.388,13.409,0.282,,0,64.75,2.665,85.264
NIC,Nicaragua,LAC,6702379,2.39,11.84,,19.3,17.3,2.2,23.7,2.281,2.108,0.989,,0.519,98,9.4,16,42,0.11,15.33,56,16.94,75.04,102.6,96,92,70,6.1,,,,84.554,96.32,66.418,91.572,,,,,89.8,109.091,57.383,47.253,,81.709,73.021,2.69,0,964.92,,,88.213,55.4,1.272,57.4,-7.823,2.9,30.862,5.733,0.482,0.096,,,45.2,17.97,2.499,0,0.021,0.107,,,,,46.2,2.601,,41.8,16.235,95.486,70,,0.719,2.462,7.291,0.691,18.786,0.776,1.692,,0.766,0.24,0,,49.947,65.03,28.425,0,12.172,0.024,69.681,73.669,0.82,0.648,0.456,7.87,14.6,,2.577,84.7,20,,0,39.98,0.481,,8.562,,18.978,0,,,51.658
NER,Niger,Sub-Saharan Africa,25130810,31.41,63.67,,,47.1,9.8,5.5,2.148,0.555,0.919,,14.221,509,24.1,77.5,83,0.05,20.96,252,25.51,63.29,154,39.1,79,37,5,,,,23.822,58.975,17.658,43.46,,,,,45.5,50,73.503,16.959,,46.912,14.751,7.45,0,163.168,,,18.775,2.4,4.162,75.937,-4.351,6.705,15.523,0.79,0.606,0.016,,,10.224,5.032,2.001,0,0.008,0,,,,,34.3,1.378,,61.1,106.121,93.619,67,,,0.468,0.393,0.116,19.191,0.353,0.001,,0.07,0.044,0.002,,,,,,,0.001,54.694,58.213,0.933,0,0.024,4.43,53.829,,,63.9,31,34.395,0,28.44,0.478,,5.546,,,0,,,57.016
NGA,Nigeria,Sub-Saharan Africa,211400704,32.82,44.37,,14.6,31.5,6.8,8.9,2.047,1.509,0.84,,2.408,917,35.5,113.8,219,0.42,16.9,307,20.75,62.62,106,43.3,54,44,4.5,,,,,65.983,47.069,75.029,,,,,35.6,74.026,80.372,7.222,,77.609,42.723,9.67,0.154,177.147,,,55.4,13,4.399,75.11,-5.595,,39.667,9.58,0.49,0.056,,,35.5,35.904,2.56,38.95,0.064,0.132,,,,,35.1,2.166,,53.3,83.593,12,54,,0.49,2.316,0.437,0.66,6.699,0.267,0.094,,0.609,0.189,1060.8,,0,37.1,10.24,8.182,0.454,0.009,80.414,73.746,0.852,0.552,0.023,,67.814,,3.45,42.6,24,31.48,0,39.69,0.595,,,,,0,,,53.575
MKD,North Macedonia,E. Europe & C. Asia,2082662,2.03,5.5,,2.7,4.3,3.4,22.4,2.253,3.715,0.748,,,7,3.9,5.9,12,1,22.73,82,5.15,74.82,15.1,99.9,63,68,5.5,,,,48.689,99.302,86.18,99.093,,,,,29.6,92.157,66.28,39.167,,97.743,98.328,25.27,0.941,2349.784,,,100,76,1.394,11.431,-1.317,8.661,76.569,16.054,0.566,0.184,,,81.406,64.919,2.474,0,0.475,0.365,,,,,33,1.33,,6.4,29.182,99.189,45,,0.825,7.869,27.134,1.836,8.142,3.236,2.722,,3.43,0.507,0.97,,,,,,,0.04,24.398,93.639,0.969,0,0.676,1.15,8.419,,3.905,99.8,39,2.9,0,31.67,0.59,,7.578,,28.334,0,,,72.039
NOR,Norway,OECD,5465629,0.27,0.31,8.4,2.5,2.58,0.7,23.1,2.526,2.43,0.845,57.046,2.937,2,1.3,2.2,3.1,0.01,8.69,9,2.12,82.62,2.6,99.2,97,86,7.4,4.85,16.3,9,95.589,99.991,99.693,,50.842,496.667,8.889,20.845,88.5,101.563,94.585,41.42,4.814,100,98.051,2.05,64.285,4197.504,98.643,65.388,100,100,0.345,47.586,-2.538,1.811,99.745,4.828,0.883,2.006,74.65,7.917,97,101.711,3.691,52.433,4.649,2.073,12.647,27.753,8.184,28.464,27.6,0.9,4.3,0,6.523,100,68,7.73,2.114,26.041,19.723,11.469,13.724,17.207,11.572,1.25,7.615,5.994,83152.656,67.801,55.125,77.03,18.302,33.636,0.338,0.42,56.505,64.282,0.947,0.012,3.813,0.57,23.688,,5.761,100,85,0,1.586,6.72,0.72,71.02,16.674,0.926,,0,44.3,7.226,90.094
OMN,Oman,MENA,5223376,,,,8.2,11.4,9.3,27,2.318,13.351,0.744,,8.844,19,4.9,11,7,1,21.48,54,10.59,73.9,8.1,98.6,99,69,6.9,,,,86.277,98.371,112.693,98.618,,,,,39.6,112.766,33.097,2.326,,92.168,99.32,116.71,13.4,3789.896,,,100,100,1.895,0.001,-5.021,,73.602,3.078,,1.099,,,95.23,109.114,3.155,29.55,0.498,0.22,,,,,,,,,45.131,97.266,73,,1.18,15.76,8.74,4.401,6.139,5.791,0.468,,12.173,1.688,30968.148,,7.075,66.16,3.33,3.148,0.985,0.133,11.808,,0.884,,0.695,0.46,,,5.535,100,52,,0.137,43.37,,,8.933,,,0,,,58.536
PAK,Pakistan,East & South Asia,225199929,4.81,36.99,,12.9,37.6,7.1,8.6,2.45,3.124,0.887,,0.003,140,40.4,65.2,259,0.12,29.41,174,13.01,65.61,54,69.3,77,45,4.5,,,,94.272,,48.968,72.704,,,,,48.6,60.317,26.517,20.175,,90.149,68.397,118.24,0.1,256.589,,,73.914,49.1,1.894,35.683,-4.028,,21.293,4.2,0.329,0.022,,,25,35.065,2.197,36.45,0.129,0.236,,,,,31.6,1.37,,38,57.749,44.989,64,,0.405,2.114,4.889,0.244,11.206,0.109,0.076,,1.063,0.08,5.614,,14.583,45.56,30.11,0,0.587,0,34.788,35.901,0.852,0.001,0.04,3.76,65.74,,3.87,42.2,28,11.4,0.001,46.86,0.4,,3.589,,,0,,,60.675
PLW,Palau,Oceania,18174,,,,1.17,2.58,0.7,55.3,,,,,,,8.9,16.9,64,,,,,,33.8,100,93,,,,,,89.315,96.07,108.52,98.664,,,,,,,,6.25,,99.658,99.623,,40,,,,100,100,,,-6.518,,,,,,,,26.97,0,,0,1.161,,,,,,,,,,11.453,94.273,,,1.458,9.125,,,,,5.76,,12.125,,,,72.3,71.94,4.99,0,0.001,,48.099,,0.685,0.008,,11.17,,,,,,,0,,,,14.338,,,0,,,
PAN,Panama,LAC,4381583,0.81,5.32,,7.5,15.8,1.2,22.7,2.275,2.928,1.025,,224.502,52,8,14.3,32,0.44,10.7,26,13.92,79.29,74.1,92.9,74,77,6.6,,,,14.27,88.695,71.592,98.882,,,,,65.2,112,67.452,22.535,,94.373,84.574,0.9,23.1,3038.822,,,95.835,100,0.962,17.171,-7.1,2.062,46.494,11.67,0.672,0.451,,,64.25,79.328,3.13,3.4,0.18,0.147,,,,,49.8,3.118,,21.3,10.506,98.706,64,,1.016,9.431,18.355,6.568,8.117,3.674,0.031,,2.498,3.141,0,,23.459,65.02,6.11,0.292,8.86,0.385,33.199,55.25,0.729,0.275,1.37,11.12,47.268,,4.723,96.7,36,2.34,0.023,29.94,0.573,,8.141,,13.672,71.784,,,59.585
PNG,Papua New Guinea,Oceania,9119005,29.78,53.38,,24.6,49.5,14.1,21.3,,4.728,0.917,,,145,21.5,43.9,441,0.39,35.96,152,12.59,65.3,68,56.4,39,33,,,,,71.389,97.573,37.171,67.9,,,,,49.2,75.472,96.596,0,,45.344,19.224,0.13,0,864.373,,,63.465,9.3,2.232,,-5.849,10.275,,2.587,,0.053,,,11.209,11.793,1.971,0,0.026,0.032,,,,,41.9,2.053,,,11.045,52.581,,,0.345,1.074,3.42,0.628,1.683,0.422,,,0.744,0.242,,,1.892,65.24,5.04,0,2.642,0.029,7.307,,0.832,0.108,0.033,9.75,38.301,,,13.4,31,,0,24.88,,,3.202,,14.199,0,,,40.846
PRY,Paraguay,LAC,7219641,0.58,4.2,,9.2,5.6,1,20.3,2.237,4.226,0.288,,17.744,129,10,18.9,48,0.13,16.02,57,22.03,75.81,72,97.7,79,61,5.6,,,,77.407,80.344,65.827,98.645,,,,,78.9,100,68.632,16.25,,99.593,92.721,1.84,0.735,1045.533,,,100,68.2,0.134,101.496,-2.989,1.604,48.647,7.147,0.52,0.337,,,73.958,61.234,2.547,0,0.057,0.146,,,,,45.7,2.583,,,10.664,100,41,,0.745,7.061,2.448,1.278,45.991,3.292,0.213,,1.061,0.433,,,,,,,,0.042,36.253,38.825,0.953,1.419,0.386,6.74,83.086,,4.244,69.1,30,17.85,0,33.52,0.526,,6.769,,17.555,0,,,61.056
PER,Peru,LAC,33359416,1.57,7.08,,8.7,12.2,0.4,19.7,2.204,4.542,0.829,,2.202,88,6.7,12.8,116,0.13,9.74,64,13.58,79.9,44,92.1,72,78,5.7,,,,99.712,98.199,101.632,99.436,,,,,66.6,88.35,77.185,26.154,,93.139,78.577,6.54,46.421,701.457,,,98.347,83.3,0.919,24.459,-5.953,2.562,42.603,4.203,0.517,0.151,,,65.25,74.521,2.281,25.383,0.165,0.127,,,,,41.5,2.169,,33.1,23.296,94.456,54,,0.761,6.28,5.643,1.446,11.894,1.383,0.017,,1.356,0.46,389.924,,51.642,57.08,1.19,1.273,4.173,0.011,29.599,49.576,0.73,0.189,0.705,7.54,35.72,,3.602,97.7,36,14.5,0,31.71,0.45,,7.526,,19.506,0,,,68.846
PHL,Philippines,East & South Asia,111046910,4.49,25.25,,9.4,30.3,5.6,6.4,2.174,3.671,0.773,,7.587,121,12.6,26.4,539,0.15,24.53,185,12.04,70.43,36.4,84.4,71,55,6,,,,86.291,96.946,83.088,98.385,,,,,56,104.348,63.62,27.961,,94.109,82.256,28.66,0.697,421.736,,,95.629,47.4,1.357,34.009,-3.806,7.704,34.498,2.346,0.435,0.096,,,49.8,67.192,2.726,25.7,0.051,0.157,,,,,42.3,2.32,,44.3,16.887,82.315,62,,0.387,3.912,5.024,0.896,4.218,0.617,0.787,,1.241,0.324,140.449,,37.999,54.15,12.53,3.402,0.953,0.021,41.641,49.839,0.671,0.319,0.101,4.41,59.19,,4.386,91.8,33,,0,45.64,0.525,,4.889,,16.069,0,,,75.723
POL,Poland,OECD,37797000,0.02,0.08,9.8,2.5,2.6,0.7,23.1,2.352,3.431,0.608,44.046,2.263,2,2.7,4.4,9.6,1,16.97,38,9.38,78.27,10.3,99.8,80,74,6,2.6,25.7,17.1,98.849,98.858,103.307,99.797,42.434,513,12.628,13.842,72.9,100.806,73.623,28.696,8.691,99.967,100,33.22,60.947,1347.87,98.325,90.542,100,100,1.916,9.393,1.496,3.356,86.733,2.812,0.663,0.418,67.8,13.454,83.185,185.779,3.209,33.05,1.374,1.21,7.381,2.314,24.166,43.362,30.2,0.99,12.8,0,19.728,96.628,60,7.022,0.923,11.661,14.201,4.665,16.181,3.779,4.277,0.608,7.916,1.377,324.602,35.409,87.322,44.37,50.99,38.753,4.847,0.022,87.338,91.128,0.973,0.005,0.964,0.71,11.534,,4.051,100,56,0,0.034,28.84,0.66,196.929,9.218,0.148,,40.449,55.55,5.916,89.071
PRT,Portugal,OECD,10167923,0.28,0.46,10.6,2.5,3.2,0.6,20.8,2.445,4.756,1.065,,0.821,8,1.8,3.3,16,0.07,10.99,10,8.2,81.57,7.3,98.7,99,84,6.2,4.53,25.2,14.2,92.848,99.643,93.603,99.664,41.91,492,15.92,19.561,79,103.297,85.003,40,11.717,99.912,99.604,12.32,54.984,5551.758,95.354,85.081,100,100,0.866,24.708,-1.692,2.484,92.341,5.995,0.689,0.832,68.525,11.057,78.262,79.063,3.247,43.317,2.863,1.348,10.129,5.317,35.315,37.761,33.5,1.16,10.7,0,7.516,100,58,5.704,1.411,16.559,8.273,3.191,7.588,13.109,5.093,0.986,3.961,1.254,0,43.774,68.279,52.31,68.919,35.382,28.079,0.578,75.356,68.629,0.864,0.033,3.988,0.91,17.541,,5.147,100,62,0,0.549,10.11,0.71,126.606,10.481,0.182,,45.841,54.025,3.779,85.519
QAT,Qatar,MENA,2930524,,,,1.17,2.58,0.7,35.1,,8.709,1.02,,0,9,3.5,5.8,34,0.07,10.74,47,7.27,77.17,7.2,100,82,74,6.4,,,,94.9,98.152,93.65,94.644,,,,,68.9,120.213,60.084,9.756,,99.568,100,431.03,70,10937.631,,,100,100,1.968,0.019,-1.909,,65.875,0.112,,1.308,,,99.653,124.821,3.375,47.05,1.764,0.509,,,,,,,,,93.844,,65,,1.249,13.587,17.148,17.498,2.699,9.573,0,,37.019,6.825,61175.672,,59.987,62.34,,0,4.532,0.088,59.987,,0.819,,1.045,0.37,43.478,,5.556,100,63,,0.243,42.6,,,5.308,,,,,,63.012
ROU,Romania,E. Europe & C. Asia,19127772,1.43,3.13,,2.5,12.8,3.5,22.5,2.331,6.006,0.452,,1.632,19,3.5,6.9,64,0.04,20.95,59,10.29,75.57,36.4,97.1,87,71,6.5,,,,84.5,87.317,88.545,99.429,,,,,46.5,94.737,69.291,21.884,,100,87.066,6.01,30.353,1948.588,,,100,100,1.243,18.255,2.682,4.323,57.752,4.705,0.727,0.211,,,78.455,87.686,2.907,31.25,0.808,0.501,,,,,35.8,1.3,,14.4,14.171,89.808,58,,0.767,11.445,16.989,2.835,20.195,2.936,1.217,,3.715,0.803,10.017,,88.6,58.21,,2.324,0.095,0.018,75.967,60.816,0.865,0.001,0.53,1.46,7.712,,4.326,100,45,,0,24.91,0.584,,7.948,,29.73,55.606,,,77.508
RUS,Russian Federation,E. Europe & C. Asia,145912022,0.01,0.1,,2.5,,,23.1,2.352,2.616,0.588,,0.229,17,2.3,5.4,46,1,24.2,49,12,73.23,21.5,99.7,97,75,5.4,,,,92.964,99.929,103.989,99.698,,,,,72.4,98.347,78.687,15.778,,96.993,89.391,4.04,18.5,1383.969,,,100,90.1,1.697,2.58,1.608,5.515,75.759,4.722,0.589,0.347,,,84.995,97.389,2.775,52,0.817,0.983,,,,,37.5,1.19,,,15.611,96.873,65,,1.142,11.336,13.243,1.403,11.624,5.562,0.147,,10.807,0.407,9224.446,,23.572,68.06,35.632,4.482,24.352,0.052,25.124,26.231,0.952,0,0.893,7.33,9.727,,3.599,100,29,,3.846,48.71,0.625,,8.132,,27.573,0,,,78.19
RWA,Rwanda,Sub-Saharan Africa,13276517,47.52,74.36,,35.2,33.1,2,5.8,2.062,1.428,0.761,,0,248,17.9,40.5,58,0.34,20.23,121,29.45,69.1,41,90.7,91,54,3.3,,,,52.729,93.658,42.499,86.493,,,,,62.9,81.633,100.338,61.25,,60.415,68.833,6.09,0,312.831,,,37.782,1.5,0.934,,-3.145,11.556,50.02,1.497,0.675,0.118,,,26.5,42.304,2.755,0,0.055,0.647,,,,,43.7,2.253,,44.1,42.295,75.752,47,,1.03,0.567,0.555,0.173,4.64,0.593,0.034,,0.08,0.069,0,,,,,,,0.023,51.685,29.184,0.883,0.332,0.278,2.58,,,5.222,56,53,19,0,50.66,0.702,,5.968,,20.725,0,,,67.292
WSM,Samoa,Oceania,200144,0.6,9,,4.6,7.3,3.1,47.3,2.271,,0.991,,,43,6.7,17,6.1,,31.2,85,13.03,70.45,39.2,82.5,57,53,,,,,35.053,99.538,104.074,99.123,,,,,39.4,,56.7,10,,91.838,96.766,,0.295,,,,99.2,35.5,2.597,,-3.822,,,9.87,,0.226,,,33.611,17.758,,0,0.353,,,,,,38.7,1.749,,,10.829,86.838,,,0.4,3.07,,,9.316,4.58,0.001,,1.239,,0,,54.155,92.4,49.93,0,6.386,,47.05,,0.761,,0.397,6.63,6.5,,,66.9,,,0,19.24,,,9.431,,35.641,0,,,57.047
